candidate_id,composite_score,semantic_score,skill_score,structural_score,behavioral_score,current_title,current_company,location,years_of_experience
CAND_0094619,0.704,0.7241,0.3333,0.85,0.986,Accountant,Pied Piper,"Kochi, Kerala",7.3
CAND_0005538,0.704,0.8081,0.25,0.85,0.943,Senior AI Engineer,Adobe,"Kolkata, West Bengal",5.9
CAND_0080157,0.7039,0.6957,0.4167,1.0,0.781,Sales Executive,Hooli,"Pune, Maharashtra",6.1
CAND_0082184,0.7037,0.7313,0.4167,0.85,0.868,Operations Manager,Stark Industries,"Gurgaon, Haryana",8.3
CAND_0066649,0.7036,0.744,0.4167,0.8,0.895,Customer Support,Wayne Enterprises,"Hyderabad, Telangana",10.0
CAND_0022615,0.7035,0.6885,0.4167,0.85,0.942,Operations Manager,Pied Piper,"Chandigarh, Chandigarh",8.1
CAND_0018555,0.7034,0.6884,0.25,1.0,1.0,Backend Engineer,Zoho,"Bangalore, Karnataka",7.6
CAND_0027450,0.7031,0.7272,0.4167,1.0,0.722,Civil Engineer,Acme Corp,"Pune, Maharashtra",7.5
CAND_0067554,0.7031,0.7332,0.3333,1.0,0.816,Business Analyst,Wayne Enterprises,"Noida, Uttar Pradesh",5.4
CAND_0038368,0.703,0.7421,0.25,1.0,0.904,ML Engineer,PhonePe,"Hyderabad, Telangana",5.4
CAND_0093763,0.703,0.7603,0.1667,1.0,0.976,Senior Software Engineer (ML),Swiggy,"Noida, Uttar Pradesh",5.0
CAND_0044222,0.703,0.7844,0.25,0.85,0.98,AI Engineer,PolicyBazaar,"Vizag, Andhra Pradesh",7.7
CAND_0012324,0.7026,0.6912,0.3333,1.0,0.887,Project Manager,Stark Industries,"Noida, Uttar Pradesh",5.6
CAND_0010939,0.7026,0.7177,0.4167,0.85,0.886,Marketing Manager,Wayne Enterprises,"Ahmedabad, Gujarat",8.7
CAND_0017362,0.7026,0.7206,0.4167,0.85,0.881,Operations Manager,Wayne Enterprises,"Chennai, Tamil Nadu",5.1
CAND_0039152,0.7025,0.7046,0.3333,1.0,0.863,Content Writer,Stark Industries,"Delhi, Delhi",5.2
CAND_0042284,0.7025,0.7058,0.25,1.0,0.965,Operations Manager,Wayne Enterprises,"Mumbai, Maharashtra",7.9
CAND_0091909,0.7025,0.748,0.1667,1.0,0.995,Machine Learning Engineer,Rephrase.ai,"Bangalore, Karnataka",6.9
CAND_0097681,0.7024,0.7207,0.4167,0.85,0.88,Operations Manager,Globex Inc,"Vizag, Andhra Pradesh",8.4
CAND_0092182,0.7024,0.7117,0.3333,0.85,1.0,Project Manager,Dunder Mifflin,"Jaipur, Rajasthan",8.0
CAND_0031593,0.7024,0.7837,0.3333,0.85,0.874,Search Engineer,Genpact AI,"Kolkata, West Bengal",7.8
CAND_0007596,0.7022,0.7397,0.3333,0.8,1.0,Junior ML Engineer,Flipkart,"Delhi, Delhi",4.4
CAND_0024467,0.7017,0.7239,0.3333,0.85,0.975,Accountant,Hooli,"Kochi, Kerala",7.6
CAND_0074735,0.7017,0.749,0.3333,0.85,0.931,Applied ML Engineer,Rephrase.ai,"Chandigarh, Chandigarh",5.5
CAND_0073915,0.7015,0.6907,0.4167,0.85,0.928,Business Analyst,Acme Corp,"Coimbatore, Tamil Nadu",9.0
CAND_0083910,0.7015,0.7075,0.25,1.0,0.957,Software Engineer,CRED,"Mumbai, Maharashtra",5.1
CAND_0092255,0.7015,0.7319,0.25,1.0,0.914,ML Engineer,InMobi,"Noida, Uttar Pradesh",5.2
CAND_0012888,0.7015,0.7423,0.1667,1.0,1.0,Junior ML Engineer,Genpact AI,"Delhi, Delhi",6.4
CAND_0002525,0.7014,0.6931,0.4167,0.85,0.923,Content Writer,Dunder Mifflin,"Gurgaon, Haryana",7.7
CAND_0072348,0.7014,0.7546,0.25,1.0,0.874,Senior Data Engineer,Freshworks,"Delhi, Delhi",5.8
CAND_0002220,0.7013,0.7174,0.4167,1.0,0.73,Content Writer,Pied Piper,"Hyderabad, Telangana",5.8
CAND_0064780,0.7013,0.7152,0.4167,0.85,0.884,Project Manager,Hooli,"Jaipur, Rajasthan",7.0
CAND_0009539,0.7012,0.7306,0.3333,1.0,0.811,Mechanical Engineer,Hooli,"Mumbai, Maharashtra",7.0
CAND_0011263,0.7012,0.7242,0.25,1.0,0.926,ML Engineer,Ola,"Pune, Maharashtra",5.1
CAND_0063737,0.7011,0.7256,0.25,1.0,0.923,HR Manager,Pied Piper,"Hyderabad, Telangana",7.7
CAND_0052743,0.7011,0.718,0.4167,0.8,0.928,Operations Manager,Hooli,"Delhi, Delhi",4.7
CAND_0033385,0.7006,0.6807,0.3333,1.0,0.895,HR Manager,Initech,"Hyderabad, Telangana",6.0
CAND_0078492,0.7004,0.7655,0.25,0.85,1.0,Recommendation Systems Engineer,Verloop.io,"Kochi, Kerala",5.1
CAND_0078425,0.7003,0.726,0.4167,0.85,0.86,Sales Executive,Dunder Mifflin,"Jaipur, Rajasthan",5.0
CAND_0029825,0.7002,0.7109,0.4167,1.0,0.736,Marketing Manager,Stark Industries,"Noida, Uttar Pradesh",5.6
CAND_0026791,0.7002,0.7299,0.4167,0.85,0.853,Content Writer,Hooli,"Gurgaon, Haryana",5.7
CAND_0043676,0.7001,0.7384,0.1667,1.0,1.0,Senior Software Engineer (ML),Observe.AI,"Delhi, Delhi",6.1
CAND_0056541,0.7,0.7274,0.4167,0.85,0.856,Sales Executive,Globex Inc,"Ahmedabad, Gujarat",8.3
CAND_0007978,0.6999,0.7305,0.4167,0.7,1.0,Business Analyst,TCS,"Hyderabad, Telangana",7.6
CAND_0090584,0.6998,0.7396,0.25,1.0,0.892,ML Engineer,Flipkart,"Pune, Maharashtra",5.1
CAND_0001537,0.6998,0.7305,0.4167,0.7,1.0,Project Manager,Stark Industries,London,6.3
CAND_0010202,0.6997,0.7208,0.4167,1.0,0.716,Accountant,Wayne Enterprises,"Hyderabad, Telangana",7.8
CAND_0035460,0.6997,0.7182,0.4167,0.85,0.871,Project Manager,Stark Industries,"Ahmedabad, Gujarat",5.2
CAND_0077991,0.6996,0.711,0.4167,0.85,0.883,Sales Executive,Globex Inc,"Bhubaneswar, Odisha",8.7
CAND_0000664,0.6996,0.7185,0.25,1.0,0.928,Accountant,Dunder Mifflin,"Hyderabad, Telangana",7.4
CAND_0030364,0.6995,0.7297,0.3333,1.0,0.804,Civil Engineer,Acme Corp,"Noida, Uttar Pradesh",6.3
CAND_0090376,0.6995,0.7302,0.25,1.0,0.907,Operations Manager,Dunder Mifflin,"Mumbai, Maharashtra",5.4
CAND_0060538,0.6995,0.7474,0.25,1.0,0.877,ML Engineer,Verloop.io,"Pune, Maharashtra",5.2
CAND_0065430,0.6995,0.732,0.3333,0.8,1.0,ML Engineer,Mad Street Den,"Mumbai, Maharashtra",4.4
CAND_0000859,0.6993,0.716,0.25,1.0,0.931,Senior Software Engineer,Vedantu,"Delhi, Delhi",5.9
CAND_0052169,0.6993,0.7251,0.4167,0.8,0.907,ML Engineer,Flipkart,"Delhi, Delhi",4.1
CAND_0042029,0.6991,0.7897,0.25,1.0,0.801,Senior Data Scientist,Flipkart,"Delhi, Delhi",6.5
CAND_0064615,0.699,0.6904,0.4167,0.85,0.916,Marketing Manager,Globex Inc,"Vizag, Andhra Pradesh",8.1
CAND_0043829,0.699,0.7683,0.3333,0.8,0.934,AI Research Engineer,Observe.AI,"Bangalore, Karnataka",4.8
CAND_0094891,0.6989,0.735,0.1667,1.0,1.0,Data Engineer,Paytm,"Pune, Maharashtra",5.8
CAND_0014942,0.6988,0.6751,0.25,1.0,1.0,Frontend Engineer,Flipkart,"Hyderabad, Telangana",9.0
CAND_0024327,0.6988,0.6995,0.3333,1.0,0.853,Mechanical Engineer,Stark Industries,"Noida, Uttar Pradesh",6.8
CAND_0015760,0.6987,0.7319,0.4167,0.8,0.892,AI Research Engineer,InMobi,"Delhi, Delhi",4.4
CAND_0018888,0.6986,0.7516,0.25,1.0,0.865,AI Research Engineer,Razorpay,"Noida, Uttar Pradesh",6.5
CAND_0077219,0.6985,0.7193,0.4167,1.0,0.713,Project Manager,Initech,"Hyderabad, Telangana",5.4
CAND_0082062,0.6982,0.7247,0.25,1.0,0.91,Business Analyst,Wayne Enterprises,"Noida, Uttar Pradesh",7.3
CAND_0088385,0.6982,0.7472,0.25,1.0,0.871,Computer Vision Engineer,Swiggy,"Bangalore, Karnataka",7.0
CAND_0098454,0.6982,0.759,0.25,0.85,1.0,AI Specialist,Meesho,"Indore, Madhya Pradesh",6.6
CAND_0076251,0.6981,0.7856,0.25,0.85,0.953,Search Engineer,Haptik,"Bhubaneswar, Odisha",7.6
CAND_0049668,0.698,0.699,0.3333,0.85,1.0,Data Analyst,Razorpay,"Gurgaon, Haryana",6.7
CAND_0017557,0.698,0.7276,0.25,1.0,0.904,Customer Support,Dunder Mifflin,"Hyderabad, Telangana",8.0
CAND_0019183,0.6979,0.682,0.4167,1.0,0.775,Civil Engineer,Acme Corp,"Mumbai, Maharashtra",7.6
CAND_0077081,0.6979,0.7122,0.4167,0.8,0.922,Sales Executive,Stark Industries,"Hyderabad, Telangana",9.9
CAND_0035945,0.6977,0.7118,0.4167,1.0,0.722,Marketing Manager,Initech,"Noida, Uttar Pradesh",8.4
CAND_0093107,0.6977,0.7193,0.3333,0.85,0.963,Accountant,Pied Piper,"Chennai, Tamil Nadu",6.8
CAND_0082973,0.6975,0.774,0.4167,0.85,0.762,AI Specialist,Genpact AI,"Chandigarh, Chandigarh",6.4
CAND_0044768,0.6974,0.7002,0.3333,1.0,0.845,Mechanical Engineer,Acme Corp,"Pune, Maharashtra",6.7
CAND_0069578,0.6974,0.7313,0.25,1.0,0.895,Backend Engineer,Razorpay,"Delhi, Delhi",7.1
CAND_0020350,0.6974,0.7568,0.25,0.85,1.0,AI Engineer,Zoho,"Jaipur, Rajasthan",5.8
CAND_0099806,0.6974,0.8118,0.3333,0.65,1.0,AI Engineer,Mad Street Den,"Bhubaneswar, Odisha",4.6
CAND_0003841,0.6973,0.7304,0.1667,1.0,1.0,ML Engineer,Tech Mahindra,"Pune, Maharashtra",5.0
CAND_0084819,0.6973,0.7962,0.4167,0.65,0.922,Search Engineer,Dream11,"Indore, Madhya Pradesh",4.5
CAND_0075318,0.6972,0.7327,0.4167,1.0,0.683,Operations Manager,Initech,"Noida, Uttar Pradesh",9.0
CAND_0017495,0.6972,0.7246,0.4167,0.85,0.847,Operations Manager,Stark Industries,"Kolkata, West Bengal",8.9
CAND_0005509,0.6972,0.7301,0.1667,1.0,1.0,Data Scientist,Ola,"Noida, Uttar Pradesh",6.0
CAND_0051461,0.6971,0.6857,0.3333,1.0,0.869,Content Writer,Hooli,"Bangalore, Karnataka",6.5
CAND_0029889,0.6971,0.7153,0.4167,1.0,0.713,Content Writer,Wayne Enterprises,"Mumbai, Maharashtra",7.5
CAND_0024921,0.697,0.6744,0.4167,0.85,0.934,Data Engineer,PharmEasy,"Chennai, Tamil Nadu",7.4
CAND_0062707,0.697,0.7591,0.3333,0.85,0.89,Senior Software Engineer (ML),Locobuzz,"Kolkata, West Bengal",5.6
CAND_0064217,0.6968,0.6923,0.3333,1.0,0.856,Operations Manager,Dunder Mifflin,"Noida, Uttar Pradesh",8.2
CAND_0061969,0.6968,0.765,0.1667,1.0,0.937,Senior Data Engineer,Swiggy,"Pune, Maharashtra",6.7
CAND_0069638,0.6968,0.7552,0.25,0.85,1.0,Computer Vision Engineer,Swiggy,"Chennai, Tamil Nadu",6.2
CAND_0094809,0.6967,0.7336,0.3333,0.85,0.933,Project Manager,Globex Inc,"Chandigarh, Chandigarh",8.5
CAND_0068932,0.6966,0.7285,0.1667,1.0,1.0,ML Engineer,Krutrim,"Noida, Uttar Pradesh",5.2
CAND_0065153,0.6964,0.6946,0.3333,0.85,1.0,Operations Manager,Pied Piper,"Ahmedabad, Gujarat",5.6
CAND_0005510,0.6964,0.7148,0.4167,0.85,0.86,Marketing Manager,Pied Piper,"Bhubaneswar, Odisha",6.2
CAND_0000969,0.6964,0.7539,0.25,0.85,1.0,AI Specialist,Vedantu,"Coimbatore, Tamil Nadu",5.5
CAND_0010685,0.6962,0.7534,0.25,0.85,1.0,NLP Engineer,Rephrase.ai,"Kolkata, West Bengal",6.7
CAND_0094943,0.6961,0.7175,0.4167,1.0,0.704,HR Manager,Pied Piper,"Noida, Uttar Pradesh",5.2
CAND_0096099,0.696,0.7401,0.4167,0.85,0.814,Accountant,Acme Corp,"Coimbatore, Tamil Nadu",8.3
CAND_0041294,0.6959,0.6628,0.4167,1.0,0.799,Graphic Designer,Pied Piper,"Delhi, Delhi",9.0
CAND_0015057,0.6959,0.7474,0.3333,0.8,0.955,ML Engineer,Meesho,"Pune, Maharashtra",4.6
CAND_0052706,0.6959,0.7526,0.25,0.85,1.0,AI Research Engineer,Swiggy,"Coimbatore, Tamil Nadu",5.1
CAND_0038247,0.6958,0.7017,0.4167,1.0,0.73,Content Writer,Wayne Enterprises,"Hyderabad, Telangana",8.8
CAND_0074786,0.6958,0.6869,0.3333,1.0,0.86,HR Manager,Initech,"Bangalore, Karnataka",6.1
CAND_0099581,0.6957,0.7657,0.25,1.0,0.826,AI Specialist,upGrad,"Delhi, Delhi",6.4
CAND_0029367,0.6957,0.7652,0.1667,1.0,0.931,Senior Data Scientist,Rephrase.ai,"Bangalore, Karnataka",5.7
CAND_0082086,0.6957,0.7852,0.0833,1.0,1.0,Senior Software Engineer (ML),Razorpay,"Delhi, Delhi",6.0
CAND_0092498,0.6956,0.6965,0.4167,1.0,0.738,Sales Executive,Initech,"Delhi, Delhi",5.7
CAND_0005193,0.6955,0.7253,0.1667,1.0,1.0,Senior Software Engineer,Acme Corp,"Hyderabad, Telangana",6.2
CAND_0068896,0.6954,0.7124,0.25,1.0,0.918,Business Analyst,Stark Industries,"Delhi, Delhi",5.3
CAND_0035879,0.6953,0.7507,0.3333,0.8,0.946,AI Research Engineer,Krutrim,"Noida, Uttar Pradesh",4.5
CAND_0072609,0.6952,0.7086,0.4167,0.85,0.865,Operations Manager,Globex Inc,"Gurgaon, Haryana",8.9
CAND_0048375,0.6951,0.7455,0.4167,0.65,1.0,Computer Vision Engineer,Saarthi.ai,"Indore, Madhya Pradesh",4.4
CAND_0023030,0.695,0.6642,0.25,1.0,1.0,Content Writer,Dunder Mifflin,"Delhi, Delhi",5.8
CAND_0048774,0.695,0.7227,0.25,1.0,0.898,Senior Data Engineer,PhonePe,"Noida, Uttar Pradesh",7.1
CAND_0089464,0.6949,0.7104,0.25,1.0,0.919,Data Engineer,Zoho,"Noida, Uttar Pradesh",6.1
CAND_0041211,0.6949,0.7243,0.4167,0.85,0.836,HR Manager,Dunder Mifflin,"Chennai, Tamil Nadu",9.0
CAND_0056302,0.6948,0.7248,0.3333,1.0,0.789,Mechanical Engineer,Pied Piper,"Mumbai, Maharashtra",7.8
CAND_0018924,0.6947,0.7098,0.25,1.0,0.919,Mechanical Engineer,Globex Inc,"Delhi, Delhi",6.2
CAND_0018536,0.6945,0.7298,0.25,1.0,0.883,Customer Support,Acme Corp,"Hyderabad, Telangana",8.6
CAND_0015581,0.6944,0.7631,0.25,0.85,0.974,Senior Software Engineer (ML),Niramai,"Coimbatore, Tamil Nadu",6.0
CAND_0096655,0.6942,0.7215,0.1667,1.0,1.0,Junior ML Engineer,Genpact AI,"Hyderabad, Telangana",5.9
CAND_0059678,0.6942,0.7144,0.4167,0.7,1.0,HR Manager,Initech,San Francisco,5.5
CAND_0037216,0.6941,0.6619,0.25,1.0,1.0,Cloud Engineer,Wayne Enterprises,"Pune, Maharashtra",8.3
CAND_0067112,0.6941,0.6878,0.3333,0.85,1.0,Accountant,Acme Corp,"Kolkata, West Bengal",6.3
CAND_0086151,0.694,0.7699,0.3333,0.85,0.856,Recommendation Systems Engineer,Wysa,"Vizag, Andhra Pradesh",7.7
CAND_0056327,0.6939,0.7022,0.3333,1.0,0.824,Operations Manager,Dunder Mifflin,"Pune, Maharashtra",6.4
CAND_0045094,0.6939,0.7262,0.3333,0.85,0.932,Accountant,Initech,"Ahmedabad, Gujarat",8.8
CAND_0072491,0.6937,0.713,0.25,1.0,0.908,Accountant,Hooli,"Mumbai, Maharashtra",7.1
CAND_0005895,0.6937,0.7187,0.25,1.0,0.898,Analytics Engineer,PharmEasy,"Hyderabad, Telangana",5.5
CAND_0036644,0.6937,0.7032,0.3333,0.85,0.971,Business Analyst,Stark Industries,"Kolkata, West Bengal",7.6
CAND_0002876,0.6936,0.6963,0.25,1.0,0.937,Software Engineer,Mindtree,"Noida, Uttar Pradesh",5.7
CAND_0095048,0.6936,0.7007,0.4167,0.85,0.871,Civil Engineer,Acme Corp,"Trivandrum, Kerala",7.8
CAND_0080549,0.6934,0.7134,0.3333,1.0,0.802,Sales Executive,Acme Corp,"Bangalore, Karnataka",8.9
CAND_0068264,0.6933,0.72,0.3333,1.0,0.79,HR Manager,Dunder Mifflin,"Pune, Maharashtra",9.0
CAND_0066035,0.6933,0.7417,0.3333,0.85,0.902,Data Scientist,Razorpay,"Kolkata, West Bengal",6.7
CAND_0061649,0.6932,0.7111,0.3333,1.0,0.805,Business Analyst,Initech,"Bangalore, Karnataka",7.2
CAND_0011327,0.6932,0.745,0.25,0.85,1.0,AI Research Engineer,Krutrim,"Gurgaon, Haryana",6.3
CAND_0086479,0.6931,0.7313,0.4167,1.0,0.665,Accountant,Acme Corp,"Delhi, Delhi",5.0
CAND_0060624,0.6931,0.6852,0.3333,0.85,1.0,HR Manager,Initech,"Gurgaon, Haryana",6.1
CAND_0036121,0.6929,0.7147,0.3333,0.85,0.947,ML Engineer,Wysa,"Chennai, Tamil Nadu",5.2
CAND_0094799,0.6929,0.7178,0.1667,1.0,1.0,Backend Engineer,Pied Piper,"Noida, Uttar Pradesh",6.1
CAND_0092195,0.6928,0.7178,0.4167,0.8,0.887,Business Analyst,Globex Inc,"Pune, Maharashtra",9.4
CAND_0038099,0.6928,0.7168,0.3333,0.85,0.943,Junior ML Engineer,Locobuzz,"Bhubaneswar, Odisha",5.4
CAND_0028971,0.6928,0.7348,0.4167,0.8,0.857,Project Manager,Stark Industries,"Pune, Maharashtra",9.3
CAND_0033350,0.6927,0.7096,0.3333,0.85,0.955,Data Scientist,upGrad,"Coimbatore, Tamil Nadu",6.2
CAND_0035477,0.6926,0.7327,0.4167,0.85,0.81,Customer Support,Globex Inc,"Trivandrum, Kerala",5.9
CAND_0022589,0.6926,0.7666,0.1667,1.0,0.913,Senior Software Engineer,Tech Mahindra,"Delhi, Delhi",6.4
CAND_0065195,0.6925,0.8024,0.1667,0.85,1.0,Search Engineer,CRED,"Kolkata, West Bengal",5.1
CAND_0023458,0.6924,0.7427,0.25,0.85,1.0,AI Research Engineer,BYJU'S,"Chandigarh, Chandigarh",5.0
CAND_0046511,0.6921,0.6913,0.4167,1.0,0.73,Accountant,Pied Piper,"Mumbai, Maharashtra",7.2
CAND_0060054,0.6921,0.7657,0.25,0.85,0.958,AI Engineer,Mad Street Den,"Jaipur, Rajasthan",6.4
CAND_0094759,0.692,0.8081,0.25,1.0,0.733,Lead AI Engineer,Meta,"Mumbai, Maharashtra",8.6
CAND_0082137,0.6919,0.7175,0.4167,1.0,0.683,Operations Manager,Globex Inc,"Hyderabad, Telangana",7.4
CAND_0053608,0.6918,0.6552,0.25,1.0,1.0,Data Analyst,Mphasis,"Bangalore, Karnataka",6.6
CAND_0062561,0.6918,0.7409,0.25,0.85,1.0,ML Engineer,Razorpay,"Bhubaneswar, Odisha",5.9
CAND_0030459,0.6918,0.7637,0.25,0.85,0.96,Senior Software Engineer,Mphasis,"Trivandrum, Kerala",6.1
CAND_0086512,0.6916,0.7237,0.3333,1.0,0.775,Marketing Manager,Wayne Enterprises,"Delhi, Delhi",5.2
CAND_0000683,0.6915,0.6928,0.4167,0.85,0.874,Graphic Designer,Dunder Mifflin,"Trivandrum, Kerala",6.2
CAND_0060315,0.6915,0.7772,0.1667,1.0,0.889,Senior Software Engineer (ML),Glance,"Bangalore, Karnataka",5.4
CAND_0069925,0.6913,0.7143,0.3333,1.0,0.79,Junior ML Engineer,Glance,"Mumbai, Maharashtra",5.3
CAND_0091254,0.6912,0.7624,0.25,0.85,0.959,AI Research Engineer,Zoho,"Chandigarh, Chandigarh",5.2
CAND_0021464,0.6911,0.7357,0.4167,1.0,0.647,Project Manager,Wayne Enterprises,"Delhi, Delhi",8.2
CAND_0056356,0.6911,0.7068,0.4167,0.85,0.848,Graphic Designer,Stark Industries,"Chandigarh, Chandigarh",6.2
CAND_0022260,0.691,0.7146,0.3333,0.85,0.938,Project Manager,Stark Industries,"Gurgaon, Haryana",6.7
CAND_0036177,0.6909,0.6898,0.25,1.0,0.935,Analytics Engineer,Ola,"Hyderabad, Telangana",6.0
CAND_0067952,0.6908,0.6524,0.25,1.0,1.0,Full Stack Developer,Initech,"Noida, Uttar Pradesh",9.0
CAND_0024216,0.6908,0.7311,0.4167,1.0,0.654,Operations Manager,Pied Piper,"Delhi, Delhi",7.1
CAND_0077067,0.6908,0.767,0.25,0.85,0.949,AI Specialist,PolicyBazaar,"Kochi, Kerala",5.4
CAND_0070202,0.6908,0.8017,0.4167,0.85,0.68,Machine Learning Engineer,BYJU'S,"Jaipur, Rajasthan",5.1
CAND_0022721,0.6907,0.693,0.4167,1.0,0.72,Accountant,Acme Corp,"Mumbai, Maharashtra",8.2
CAND_0053591,0.6906,0.7637,0.3333,0.7,1.0,AI Engineer,Ola,Toronto,5.3
CAND_0031862,0.6905,0.7291,0.3333,1.0,0.76,Civil Engineer,Dunder Mifflin,"Noida, Uttar Pradesh",5.2
CAND_0048413,0.6905,0.725,0.25,1.0,0.871,Analytics Engineer,Zomato,"Hyderabad, Telangana",5.3
CAND_0072660,0.6905,0.7633,0.3333,0.7,1.0,Machine Learning Engineer,Unacademy,Berlin,7.1
CAND_0013842,0.6904,0.7283,0.3333,0.85,0.911,Civil Engineer,Stark Industries,"Coimbatore, Tamil Nadu",8.4
CAND_0010149,0.6904,0.7416,0.1667,1.0,0.946,ML Engineer,Glance,"Bangalore, Karnataka",6.9
CAND_0036498,0.6904,0.7264,0.4167,0.7,0.96,Customer Support,Globex Inc,New York,8.2
CAND_0008810,0.6903,0.74,0.25,1.0,0.844,Customer Support,Hooli,"Noida, Uttar Pradesh",7.2
CAND_0046356,0.6902,0.7019,0.25,1.0,0.91,Data Engineer,Mindtree,"Noida, Uttar Pradesh",6.7
CAND_0090361,0.6902,0.7459,0.4167,0.85,0.775,Customer Support,Acme Corp,"Kochi, Kerala",8.8
CAND_0066791,0.6902,0.75,0.25,1.0,0.826,Senior Software Engineer (ML),Krutrim,"Pune, Maharashtra",5.6
CAND_0087630,0.6902,0.7711,0.3333,0.85,0.835,AI Engineer,Vedantu,"Gurgaon, Haryana",7.2
CAND_0071300,0.6901,0.7032,0.4167,1.0,0.699,Sales Executive,Acme Corp,"Hyderabad, Telangana",9.0
CAND_0052016,0.6901,0.7262,0.3333,0.85,0.913,Business Analyst,Hooli,"Coimbatore, Tamil Nadu",5.9
CAND_0081686,0.6901,0.7753,0.4167,0.7,0.873,Search Engineer,Netflix,Austin,6.0
CAND_0049246,0.69,0.6996,0.4167,1.0,0.705,Business Analyst,Wayne Enterprises,"Noida, Uttar Pradesh",8.2
CAND_0026621,0.69,0.7104,0.4167,1.0,0.686,Operations Manager,Initech,"Pune, Maharashtra",8.2
CAND_0017053,0.69,0.7023,0.4167,0.7,1.0,Sales Executive,Wipro,"Pune, Maharashtra",8.6
CAND_0023889,0.69,0.7249,0.3333,0.8,0.965,HR Manager,Acme Corp,"Noida, Uttar Pradesh",4.5
CAND_0054100,0.69,0.7356,0.25,0.85,1.0,Junior ML Engineer,Zoho,"Kolkata, West Bengal",6.0
CAND_0000821,0.6897,0.6908,0.4167,1.0,0.719,Mechanical Engineer,Wayne Enterprises,"Pune, Maharashtra",6.9
CAND_0058516,0.6897,0.6872,0.4167,0.8,0.925,Graphic Designer,Wayne Enterprises,"Mumbai, Maharashtra",9.9
CAND_0058263,0.6897,0.7253,0.1667,1.0,0.971,Analytics Engineer,Nykaa,"Hyderabad, Telangana",7.3
CAND_0081008,0.6894,0.6868,0.4167,0.85,0.874,HR Manager,Hooli,"Vizag, Andhra Pradesh",6.5
CAND_0049561,0.6894,0.7196,0.3333,1.0,0.771,Business Analyst,Globex Inc,"Noida, Uttar Pradesh",6.7
CAND_0071544,0.6894,0.7431,0.25,1.0,0.834,Computer Vision Engineer,Mad Street Den,"Bangalore, Karnataka",5.0
CAND_0070225,0.6894,0.7392,0.3333,0.85,0.887,ML Engineer,Swiggy,"Kolkata, West Bengal",6.0
CAND_0078319,0.6894,0.7283,0.3333,0.8,0.956,Project Manager,Acme Corp,"Mumbai, Maharashtra",9.3
CAND_0065293,0.6894,0.7386,0.3333,0.8,0.938,Civil Engineer,Acme Corp,"Noida, Uttar Pradesh",10.2
CAND_0006007,0.6892,0.7271,0.3333,1.0,0.757,Sales Executive,Wayne Enterprises,"Mumbai, Maharashtra",5.5
CAND_0002177,0.6891,0.7147,0.3333,0.85,0.928,Sales Executive,Initech,"Jaipur, Rajasthan",5.0
CAND_0014234,0.6891,0.7331,0.25,0.85,1.0,Junior ML Engineer,Tech Mahindra,"Indore, Madhya Pradesh",5.4
CAND_0037242,0.689,0.7118,0.25,1.0,0.887,Graphic Designer,Pied Piper,"Delhi, Delhi",5.9
CAND_0054768,0.689,0.7315,0.4167,0.8,0.844,Content Writer,Wayne Enterprises,"Mumbai, Maharashtra",11.0
CAND_0012279,0.6889,0.6993,0.4167,0.85,0.85,Graphic Designer,Acme Corp,"Indore, Madhya Pradesh",9.0
CAND_0024990,0.6889,0.7326,0.25,0.85,1.0,Junior ML Engineer,Zoho,"Trivandrum, Kerala",5.2
CAND_0064888,0.6889,0.7325,0.25,0.85,1.0,ML Engineer,Verloop.io,"Vizag, Andhra Pradesh",5.8
CAND_0098723,0.6886,0.7253,0.4167,1.0,0.653,Business Analyst,Stark Industries,"Delhi, Delhi",5.5
CAND_0012256,0.6886,0.7316,0.25,0.85,1.0,Mechanical Engineer,Initech,"Indore, Madhya Pradesh",6.4
CAND_0040186,0.6885,0.706,0.4167,1.0,0.686,Operations Manager,Initech,"Noida, Uttar Pradesh",8.1
CAND_0070653,0.6885,0.7555,0.25,1.0,0.808,AI Specialist,Dream11,"Delhi, Delhi",5.0
CAND_0017590,0.6885,0.7497,0.25,0.85,0.968,AI Research Engineer,Genpact AI,"Kolkata, West Bengal",5.1
CAND_0008239,0.6885,0.7863,0.3333,0.65,1.0,AI Engineer,Apple,"Jaipur, Rajasthan",4.0
CAND_0088457,0.6884,0.716,0.4167,1.0,0.668,Marketing Manager,Acme Corp,"Delhi, Delhi",5.6
CAND_0010283,0.6884,0.7225,0.25,1.0,0.865,AI Specialist,Saarthi.ai,"Mumbai, Maharashtra",5.3
CAND_0074486,0.6884,0.746,0.1667,1.0,0.928,Computer Vision Engineer,Nykaa,"Noida, Uttar Pradesh",5.5
CAND_0094728,0.6884,0.7607,0.3333,0.85,0.844,AI Specialist,Swiggy,"Chennai, Tamil Nadu",6.5
CAND_0063328,0.6884,0.7596,0.3333,0.8,0.896,Computer Vision Engineer,Ola,"Delhi, Delhi",4.6
CAND_0025882,0.6884,0.7907,0.1667,0.85,1.0,Senior Software Engineer (ML),Freshworks,"Chennai, Tamil Nadu",5.6
CAND_0034369,0.6883,0.7227,0.4167,1.0,0.656,Project Manager,Globex Inc,"Noida, Uttar Pradesh",6.4
CAND_0084878,0.6883,0.7394,0.3333,1.0,0.731,Operations Manager,Acme Corp,"Mumbai, Maharashtra",6.4
CAND_0008521,0.6882,0.6666,0.25,1.0,0.962,Java Developer,Hooli,"Pune, Maharashtra",8.4
